,r1,r2,r3,r4,r5,r6,r7,r8,f1,f2,f3,f4,f5,f6,f7,f8,label
0,5.5678296,2.5732012,-2.8026056,-3.5842452,-2.7190301,4.689485,-5.463467,-4.442845,8.451174,4.7508297,1.3305104,-3.7073488,-1.273218,5.1908975,-9.437455,-5.0134325,0
1,6.0224895,2.6663036,-2.7578824,-4.014209,-2.7059371,3.7725906,-5.399437,-4.263875,10.719388,5.7526155,0.8880829,-4.2943025,-1.4132429,5.4143105,-11.627731,-4.729051,0
2,6.891158,3.7066429,-4.525154,-5.601352,-4.6663623,3.5176485,-5.5235186,-4.964334,8.716398,5.5420246,0.83006185,-4.044742,-1.7006261,7.0614996,-10.037642,-5.681285,0
3,6.536968,4.970798,-3.1398172,-3.803511,-4.3698235,3.2195754,-6.4791145,-5.788352,10.629129,8.161807,-1.2091429,-4.0690575,-3.447545,4.453618,-9.970624,-5.5432386,0
4,8.244916,4.841048,-3.9692419,-3.9015536,-4.553453,3.0614455,-5.9889617,-5.437192,7.8595753,7.4429417,-0.67200404,-4.051703,-1.7408408,5.5329595,-9.264386,-6.1425023,0
5,5.812058,5.2354174,-2.4607923,-2.068193,-2.0637753,2.034771,-4.8543525,-4.2603393,16.968473,13.316321,-2.4445457,-4.9793987,-4.411728,5.2537756,-16.888224,-6.848868,0
6,6.543426,6.2857857,-2.4090865,-2.5002034,-2.952631,2.7234652,-5.208597,-4.7813044,16.97631,11.912862,-2.0249119,-4.6046767,-6.7723737,3.9397936,-13.572942,-7.0018005,0
7,6.449098,5.115317,-2.4976542,-1.5386901,-2.0544813,1.7775568,-5.3123693,-4.5561156,16.296461,9.845257,0.23111671,-4.8472805,-5.166625,4.233381,-13.5475645,-7.4215903,0
8,8.769278,4.7419386,-3.4093447,-3.2358549,-4.7600307,2.368301,-5.855724,-6.130234,17.7397,9.478775,0.4143328,-4.9692607,-6.6826997,3.9837015,-12.606834,-7.912605,0
9,8.273465,3.8318229,-4.1446085,-2.026658,-3.5214732,1.43086,-6.3594737,-4.5830646,16.492193,7.8225813,2.9740248,-5.932745,-5.3283386,4.539672,-12.468129,-7.8163896,0
10,8.143038,4.5472755,-3.4829102,-2.866494,-3.8763356,1.7690969,-5.212627,-5.127278,11.56421,6.6070743,3.158062,-4.751939,-4.0836425,3.1221642,-9.160273,-6.8669066,0
11,10.547989,5.4996653,-4.0172296,-2.6298058,-4.578113,1.9925586,-6.1066866,-5.6927233,16.382315,6.376299,4.4716015,-6.6104393,-4.8555665,4.1056657,-12.118412,-6.247786,0
12,11.210557,7.709344,-4.7163634,-3.474451,-5.671211,2.4536474,-6.2073917,-6.602073,15.073185,6.4045196,2.5438986,-5.745259,-5.4648,3.1021802,-9.740325,-6.525766,0
13,10.427542,6.7713714,-4.494186,-3.3826678,-5.3134146,1.9312224,-5.7371864,-6.1128693,12.396215,5.232449,4.5593276,-6.1809363,-3.2582986,3.512287,-8.5847645,-6.059731,0
14,9.32558,6.268018,-3.5431721,-2.6885192,-4.071853,1.5406368,-3.9588616,-5.062363,13.019613,6.102309,2.569881,-5.705591,-4.25512,2.9372683,-8.718671,-5.4736276,0
15,9.136064,6.5635014,-3.371259,-2.73816,-4.2714167,1.688016,-4.577197,-5.547592,14.755992,5.1701903,4.693761,-5.9857454,-3.072878,3.3766708,-11.142646,-5.750629,0
16,8.775954,5.43687,-2.9867997,-3.1460595,-3.6737006,0.9399944,-3.5094693,-5.0466,18.85135,6.292027,1.943015,-6.210858,-6.2864137,2.1210692,-11.519909,-5.272514,0
17,10.830151,5.3894863,-3.715972,-3.4266877,-5.1778927,4.003689,-5.605616,-5.8742085,19.408403,6.6476636,2.9292994,-6.2659683,-6.230092,3.3872483,-12.773987,-6.250577,0
18,10.776382,4.397887,-4.1163645,-2.4411263,-4.6005816,3.5347717,-4.645454,-5.8055124,12.112025,5.025092,2.4584394,-4.530443,-4.1798935,2.6024766,-7.721631,-5.9965243,0
19,10.046101,4.294335,-3.589428,-3.7404852,-3.757901,5.6333866,-6.328323,-4.42643,9.617982,4.1633196,2.503631,-3.4996805,-2.397538,3.5530844,-7.948972,-4.929052,0
20,11.2494955,5.6623554,-4.079326,-3.0297158,-3.9711835,3.9203336,-6.417538,-5.0533485,9.012006,4.260218,1.7523435,-3.9694147,-2.0851758,3.23379,-7.3228197,-4.50512,0
21,10.036196,3.3732915,-2.685927,-4.0082684,-3.4313061,4.477475,-6.779977,-4.4312882,6.5710945,2.8130286,1.2958393,-2.9400403,-1.6248735,2.6011767,-5.1543612,-3.9592047,0
22,10.625466,3.6892,-3.8983605,-3.3086302,-4.0653977,5.2603693,-9.074149,-4.5872755,4.8022065,2.4196916,2.3960147,-2.3805645,-0.491266,4.5158963,-5.5397162,-4.6453094,0
23,6.0532594,1.0817367,-0.6494338,-3.6814952,-1.3188548,3.7479405,-4.245184,-2.8778677,4.3850636,2.7679565,0.9590784,-2.4706945,-0.94783074,3.3127255,-4.208789,-4.177628,0
